Available,,Full-Product-Name,Brand,Category,Product,Formula,Cost,Max,"General
Export",Export-Price,Export-Price (Old Price),Negotiation,Thai Market,ราคาลดต่ำสุด,Condition,"Accu
Discount",HS-Code,Thai-Description,NW,CTN-GW,Carton-Dimension,CTN-Width,CTN-Length,CTN-Height,CBM,CTN-Quantity,Maximum-20ft (CTN),Maximum-40ft (CTN),Service-Remarks-1,Service-Remarks-2,Service-Remarks-3,Website-Link,Product-Image,Com-1,Com-2,Com-3,**Old-Price,Thuong Tin,Anna Trading,Namwhan,Humphrey,Memi,Auday,GMG,Ilyas,May Export,Noor,Bopha,Adam&Aud,Muhiadin Ali,Sabaya,Joseph Blasko,Wichai (China),John Larsen,Gena
Yes,CRCB-100-70,Carebeau Keratin Hair Color Cream (100g) - K8,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g),K8,,,63.00,55.00,55.00,52.00,63.00,56.70,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/1c84P8kCvzWrbFVrQ9sHYlVXxW3It2qUy,52.53,53.06,53.61,55.00,55.00,55.00,55.00,,55.00,,55.00,,58.00,,55.00,55.00,,,,,,
Yes,CRCB-100-71,Carebeau Keratin Hair Color Cream (100g) - K9,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g),K9,,,63.00,55.00,55.00,52.00,63.00,56.70,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/1olkrduf2oDKgu39FNTFA7yVJF_OhAoXX,52.53,53.06,53.61,55.00,55.00,55.00,55.00,,55.00,,55.00,,58.00,,55.00,55.00,,,,,,
Yes,CRCB-100-72,Carebeau Keratin Hair Color Cream (100g) - K10,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g),K10,,,63.00,55.00,55.00,52.00,63.00,56.70,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/1rwb6oP39QGGyk-apkCyvVfELMdhoyA9O,52.53,53.06,53.61,55.00,55.00,55.00,55.00,,55.00,,55.00,,58.00,,55.00,55.00,,,,,,
Yes,CRCB-100-74,Carebeau Keratin Hair Color Cream (100g) - K12,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g),K12,,,63.00,55.00,55.00,52.00,63.00,56.70,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/17GbNAkv8DX4Cl7YQOcIyu3fIb6xtSN7b,52.53,53.06,53.61,55.00,55.00,55.00,55.00,,55.00,,55.00,,58.00,,55.00,55.00,,,,,,
Yes,CRCB-100-75,Carebeau Keratin Hair Color Cream (100g) - K13,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g),K13,,,63.00,55.00,55.00,52.00,63.00,56.70,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/1yokGOhRMJdfrNRneJlUGb1HQ0XKtd7cb,52.53,53.06,53.61,55.00,55.00,55.00,55.00,,55.00,,55.00,,58.00,,55.00,55.00,,,,,,
Yes,CRCB-100-77,Carebeau Keratin Hair Color Cream (100g) - K15,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g),K15,,,63.00,55.00,55.00,52.00,63.00,56.70,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/1V9q5lloh90oNAEjQqv7SmMuiM9hCvk5X,52.53,53.06,53.61,55.00,55.00,55.00,55.00,,55.00,,55.00,,58.00,,55.00,55.00,,,,,,
Yes,CRCB-100-73,Carebeau Keratin Hair Color Cream (100g) - Special Color - K11,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g) - Special Color,K11,,,70.00,63.00,63.00,57.00,70.00,63.00,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/1eslKdtZgO3_5LuATdNrhcNRE66jfo2kd,57.58,58.16,58.76,63.00,63.00,63.00,63.00,,63.00,,63.00,,67.00,,63.00,63.00,,,,,,
Yes,CRCB-100-76,Carebeau Keratin Hair Color Cream (100g) - Special Color - K14,Carebeau,Hair Dye,Carebeau Keratin Hair Color Cream (100g) - Special Color,K14,,,70.00,63.00,63.00,57.00,70.00,63.00,"รายการ สั่งซื้อรวมกัน ให้ครบ
6 โหล ลดท้ายบิล 10%",10.00,3305.90.00,ครีมย้อมผม,0.10,3.250,17.5x25.3x19.7,17.50,25.30,19.70,0.009,12,"3,783","6,879",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-keratin-hair-color-cream,https://lh3.googleusercontent.com/d/1sD7dLuoR_VcpJ90fPkv3UUuZc6hI5NA,57.58,58.16,58.76,63.00,63.00,63.00,63.00,,63.00,,63.00,,67.00,,63.00,63.00,,,,,,
No,,Carebeau Developer Cream (100g) - 6% Concentrate,Carebeau,Hair Bleaching,Carebeau Developer Cream (100g),6% Concentrate,,,,12.60,,12.60,,,,,3305.90.00,ครีมย้อมผม,0.10,1.492,13.3x17x15.9,13.30,17.00,15.90,0.004,12,"9,179","16,689",,,,,https://lh3.googleusercontent.com/d/,x,x,x,12.60,12.60,11.30,12.60,,12.60,,12.60,,14.00,,,12.60,,,,,,
No,,Carebeau Developer Cream (100g) - 9% Concentrate,Carebeau,Hair Bleaching,Carebeau Developer Cream (100g),9% Concentrate,,,,12.60,,12.60,,,,,3305.90.00,ครีมย้อมผม,0.10,1.492,13.3x17x15.9,13.30,17.00,15.90,0.004,12,"9,179","16,689",,,,,https://lh3.googleusercontent.com/d/,x,x,x,12.60,12.60,11.30,12.60,,12.60,,12.60,,14.00,,,12.60,,,,,,
No,,Carebeau Shampoo + Conditioner  (360g) - (2 pcs) - Bergamot,Carebeau,Hair Shampoo,Carebeau Shampoo + Conditioner  (360g) - (2 pcs),Bergamot,,,,50.00,,50.00,,,,,3305.90.00,"แชมพู, ครีมนวดผม",0.36,9.970,24.3x35.5x21,24.30,35.50,21.00,0.018,12,"1,821","2,607",,,,,https://lh3.googleusercontent.com/d/,x,x,x,50.00,,,50.00,,50.00,,,,53.00,,,50.00,,,,,,
No,,Carebeau Shampoo + Conditioner  (360g) - (2 pcs) - Yoghurt,Carebeau,Hair Shampoo,Carebeau Shampoo + Conditioner  (360g) - (2 pcs),Yoghurt,,,,50.00,,50.00,,,,,3305.90.00,"แชมพู, ครีมนวดผม",0.36,9.970,24.3x35.5x21,24.30,35.50,21.00,0.018,12,"1,821","2,607",,,,,https://lh3.googleusercontent.com/d/,x,x,x,50.00,,,50.00,,50.00,,,,53.00,,,50.00,,,,,,
Yes,SPCB-1000-04,Carebeau Shampoo (1000g) - Bergamot,Carebeau,Hair Shampoo,Carebeau Shampoo (1000g),Bergamot,31,,37.08,39.92,37.00,35.00,37.08,34.86,"1.ซื้อรวม 1 โหลขึ้นไป ราคา NET
2.ซื้อรวม 12 โหล ลดท้ายบิล 4%
3.ซื้อรวม 24 โหล ลดท้ายบิล 6%",6.00,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/16tRrG4Vs1GrbPo0MMiNxvATfF2wY98zT,35.35,35.71,36.08,37.00,36.50,33.84,33.30,,39.92,,36.50,,42.00,,37.00,37.00,37.00,,,,,
Yes,SPCB-1000-05,Carebeau Shampoo (1000g) - Yoghurt,Carebeau,Hair Shampoo,Carebeau Shampoo (1000g),Yoghurt,30,,37.08,39.92,37.00,35.00,37.08,34.86,"1.ซื้อรวม 1 โหลขึ้นไป ราคา NET
2.ซื้อรวม 12 โหล ลดท้ายบิล 4%
3.ซื้อรวม 24 โหล ลดท้ายบิล 6%",6.00,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/18Z5jSeE1MWzdx2rDJb5RU08sJqW_eAD8,35.35,35.71,36.08,37.00,36.50,33.84,33.30,,39.92,,36.50,,42.00,,37.00,37.00,37.00,,,,,
Yes,SPCB-1000-02,Carebeau Shampoo (1000g) - Cantaloupe,Carebeau,Hair Shampoo,Carebeau Shampoo (1000g),Cantaloupe,,,37.08,39.92,37.00,35.00,37.08,34.86,"1.ซื้อรวม 1 โหลขึ้นไป ราคา NET
2.ซื้อรวม 12 โหล ลดท้ายบิล 4%
3.ซื้อรวม 24 โหล ลดท้ายบิล 6%",6.00,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/19XDWIKJ4eheBF6-tAt6d4xxZZhcA9tWW,35.35,35.71,36.08,37.00,36.50,33.84,33.30,,39.92,,36.50,,42.00,,37.00,37.00,37.00,,,,,
Yes,SPCB-1000-09,Carebeau Shampoo (1000g) - Butterfly Pea,Carebeau,Hair Shampoo,Carebeau Shampoo (1000g),Butterfly Pea,28,,37.08,39.92,37.00,35.00,37.08,34.86,"1.ซื้อรวม 1 โหลขึ้นไป ราคา NET
2.ซื้อรวม 12 โหล ลดท้ายบิล 4%
3.ซื้อรวม 24 โหล ลดท้ายบิล 6%",6.00,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/19ZcM6dNThx0B9n6s3Ji6kKVV8ljhXoYr,35.35,35.71,36.08,37.00,36.50,33.84,33.30,,39.92,,36.50,,42.00,,37.00,37.00,37.00,,,,,
Yes,SPCB-1000-01,Carebeau Shampoo (1000g) - Banana,Carebeau,Hair Shampoo,Carebeau Shampoo (1000g),Banana,27,,37.08,39.92,37.00,35.00,37.08,34.86,"1.ซื้อรวม 1 โหลขึ้นไป ราคา NET
2.ซื้อรวม 12 โหล ลดท้ายบิล 4%
3.ซื้อรวม 24 โหล ลดท้ายบิล 6%",6.00,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/16y8ct_djQxxSJWInIUVxl7404AKy2sIm,35.35,35.71,36.08,37.00,36.50,33.84,33.30,,39.92,,36.50,,42.00,,37.00,37.00,37.00,,,,,
Yes,SPCB-1000-03,Carebeau Shampoo (1000g) - Rice Milk,Carebeau,Hair Shampoo,Carebeau Shampoo (1000g),Rice Milk,,,37.08,39.92,37.00,35.00,37.08,34.86,"1.ซื้อรวม 1 โหลขึ้นไป ราคา NET
2.ซื้อรวม 12 โหล ลดท้ายบิล 4%
3.ซื้อรวม 24 โหล ลดท้ายบิล 6%",6.00,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/18jkv263I2Zjgn7eUQnLIt6YCvN4oAQIf,35.35,35.71,36.08,37.00,36.50,33.84,33.30,,39.92,,36.50,,42.00,,37.00,37.00,37.00,,,,,
Yes,SPCB-1000-16,Carebeau Shampoo (1000g) - Cooling,Carebeau,Hair Shampoo,Carebeau Shampoo (1000g),Cooling,34,,40.08,39.92,37.00,35.00,40.08,36.87,"1.ซื้อ 2 โหล ลดท้ายบิล 6%
2.ซื้อ 4 โหล ลดท้ายบิล 8%",8.00,3305.90.00,แชมพู,1.00,13.770,31.5x40.3x23.8,31.50,40.30,23.80,0.030,12,"1,092","1,888",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/18wdoXw0thIrUUIzzUPKNGZWligbehO0P,35.35,35.71,36.08,37.00,36.50,33.84,33.30,,39.92,,36.50,,42.00,,37.00,37.00,37.00,,,,,
Yes,SPCB-3000-09,Carebeau Shampoo (3000g) - Bergamot,Carebeau,Hair Shampoo,Carebeau Shampoo (3000g),Bergamot,,,111.00,110.00,103.00,99.00,111.00,98.79,"1.ซื้อ 6 แกลอน ราคา NET
2.ซื้อ 18 แกลอน ลดท้ายบิล 11%
(ราคา สูตรเย็นจะไม่เท่ากันกับ ราคาแชมพูสูตรเดิมแต่สามารถ ซื้อรวมใต้)",8.00,3305.90.00,แชมพู,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/19dreAGMELzcMParCYwSnyjpxHKCAGR-w,100.00,101.02,102.06,103.00,85.00,96.42,102.50,,102.00,,102.50,97.50,116.00,,103.00,103.00,,,,,,
Yes,SPCB-3000-05,Carebeau Shampoo (3000g) - Yoghurt,Carebeau,Hair Shampoo,Carebeau Shampoo (3000g),Yoghurt,,,111.00,110.00,103.00,99.00,111.00,98.79,"1.ซื้อ 6 แกลอน ราคา NET
2.ซื้อ 18 แกลอน ลดท้ายบิล 11%
(ราคา สูตรเย็นจะไม่เท่ากันกับ ราคาแชมพูสูตรเดิมแต่สามารถ ซื้อรวมใต้)",8.00,3305.90.00,แชมพู,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/18ZutcWFYBDcJXMjZAbq-T3l1zGDPQqt2,100.00,101.02,102.06,103.00,85.00,96.42,102.50,,102.00,,102.50,97.50,116.00,,103.00,103.00,,,,,,
Yes,SPCB-3000-02,Carebeau Shampoo (3000g) - Cantaloupe,Carebeau,Hair Shampoo,Carebeau Shampoo (3000g),Cantaloupe,,,111.00,110.00,103.00,99.00,111.00,98.79,"1.ซื้อ 6 แกลอน ราคา NET
2.ซื้อ 18 แกลอน ลดท้ายบิล 11%
(ราคา สูตรเย็นจะไม่เท่ากันกับ ราคาแชมพูสูตรเดิมแต่สามารถ ซื้อรวมใต้)",8.00,3305.90.00,แชมพู,3.00,19.220,30x33.4x33.5,30.00,33.40,33.50,0.034,6,983,"1,352",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-shampoo,https://lh3.googleusercontent.com/d/19Pf2wgRuZB1fCPIsl3u-WRC6h00rpi-F,100.00,101.02,102.06,103.00,85.00,96.42,102.50,,102.00,,102.50,97.50,116.00,,103.00,103.00,,,,,,
